# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/shali/compbio/ensemble_gene_annotation/Homo_sapiens.GRCh38.113.gtf" "-o" "/home/shali/compbio/GSE46056_RNAseq/gene_counts/gene_counts.txt" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam" 
Geneid	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam
ENSG00000297689	0	0	0	0	0	0
ENSG00000297703	0	0	0	0	0	0
ENSG00000297715	0	1	0	0	0	0
ENSG00000297723	0	0	0	0	0	0
ENSG00000273107	6	2	6	3	2	4
ENSG00000297750	0	0	0	0	0	0
ENSG00000288874	0	0	0	0	0	0
ENSG00000297769	0	0	0	0	0	0
ENSG00000293310	33	34	29	8	14	19
ENSG00000297781	4	4	2	8	3	3
ENSG00000297786	0	0	0	0	0	0
ENSG00000297803	0	0	0	0	0	0
ENSG00000297806	0	0	0	1	0	0
ENSG00000189275	0	0	0	0	0	0
ENSG00000297817	0	0	0	0	0	0
ENSG00000236842	22	15	33	39	46	62
ENSG00000227492	13	6	12	8	10	25
ENSG00000297830	5	1	10	10	4	7
ENSG00000297842	0	0	0	0	0	0
ENSG00000297866	0	0	0	2	0	0
ENSG00000297878	0	0	0	0	0	0
ENSG00000297898	0	0	0	0	1	0
ENSG00000297963	0	0	0	0	0	0
ENSG00000297969	0	0	0	0	0	0
ENSG00000297977	6	7	4	3	10	9
ENSG00000297988	0	0	0	0	0	0
ENSG00000298002	0	0	0	0	0	0
ENSG00000288875	2	0	0	0	0	0
ENSG00000298032	0	0	0	0	0	0
ENSG00000298047	0	0	0	0	0	0
ENSG00000298079	0	0	0	0	0	1
ENSG00000298084	0	0	0	0	0	0
ENSG00000289607	0	0	1	0	0	2
ENSG00000289158	0	0	0	0	0	0
ENSG00000298105	0	1	0	0	0	0
ENSG00000298109	0	0	0	0	0	0
ENSG00000298113	0	0	0	0	0	0
ENSG00000298122	0	0	0	0	0	0
ENSG00000298129	2	0	0	0	0	0
ENSG00000298147	0	0	0	0	0	0
ENSG00000298230	0	0	0	0	0	0
ENSG00000298256	0	0	0	0	0	0
ENSG00000229630	0	0	0	0	0	0
ENSG00000298283	0	0	0	0	0	0
ENSG00000298296	0	0	0	0	0	0
ENSG00000298297	0	0	0	1	0	0
ENSG00000290952	0	0	0	2	0	0
ENSG00000298309	20	29	45	74	62	79
ENSG00000298315	0	0	0	0	0	0
ENSG00000285810	0	2	0	0	2	2
ENSG00000298320	0	0	0	0	0	0
ENSG00000298322	12	29	32	93	92	81
ENSG00000298323	0	0	0	0	0	0
ENSG00000298380	0	0	2	2	2	5
ENSG00000269609	488	304	410	363	312	464
ENSG00000298408	0	1	0	0	0	0
ENSG00000298413	5	11	9	4	7	9
ENSG00000180066	6	8	0	11	8	5
ENSG00000298462	2	0	0	0	0	0
ENSG00000298480	0	0	0	0	0	0
ENSG00000285300	0	0	0	0	0	0
ENSG00000298523	0	0	0	0	0	0
ENSG00000298532	0	0	0	4	1	2
ENSG00000285739	0	0	0	0	0	0
ENSG00000227244	0	0	0	4	0	0
ENSG00000298566	0	0	0	0	0	0
ENSG00000298582	0	0	0	0	0	0
ENSG00000298595	0	0	0	0	0	0
ENSG00000298602	3	4	8	6	8	2
ENSG00000289989	0	1	2	4	2	1
ENSG00000298616	0	0	0	0	0	1
ENSG00000298617	2	0	1	3	1	1
ENSG00000298626	0	0	0	0	0	0
ENSG00000298639	5	5	1	4	8	5
ENSG00000298678	1	2	0	0	8	2
ENSG00000298708	0	0	0	0	0	0
ENSG00000237002	0	0	0	0	0	0
ENSG00000298737	0	0	0	0	0	0
ENSG00000298785	0	0	0	0	3	0
ENSG00000298794	0	0	0	0	0	0
ENSG00000298814	0	0	0	0	0	0
ENSG00000298820	0	0	0	0	0	0
ENSG00000298823	2	0	0	0	0	4
ENSG00000273360	0	0	0	0	0	0
ENSG00000288107	0	0	0	0	1	0
ENSG00000228302	15	16	22	27	12	18
ENSG00000224919	1	2	0	2	0	0
ENSG00000225936	141	119	85	77	124	80
ENSG00000298933	9	1	6	5	4	4
ENSG00000271848	24	1	6	9	4	4
ENSG00000229240	0	0	1	0	0	0
ENSG00000298969	29	12	19	10	8	9
ENSG00000298970	0	0	0	0	0	0
ENSG00000231082	0	0	0	0	0	0
ENSG00000298990	0	0	0	0	0	0
ENSG00000298998	0	0	0	0	0	0
ENSG00000299012	1	0	0	2	0	2
ENSG00000299014	0	0	0	0	0	0
ENSG00000299019	0	0	0	0	0	0
ENSG00000299035	0	0	0	0	0	0
ENSG00000299058	0	0	0	0	0	0
ENSG00000299061	0	0	0	0	0	0
ENSG00000299071	0	0	0	0	0	0
ENSG00000299072	0	0	0	2	0	0
ENSG00000286993	0	0	0	0	0	0
ENSG00000293313	593	383	490	543	355	471
ENSG00000299204	0	0	0	0	0	0
ENSG00000299224	0	0	0	0	0	0
ENSG00000299238	0	0	0	0	0	0
ENSG00000287057	0	0	0	0	0	0
ENSG00000285587	0	0	0	0	0	0
ENSG00000237267	0	0	0	0	0	0
ENSG00000299296	0	0	0	0	0	0
ENSG00000299307	48	24	17	39	30	26
ENSG00000299318	0	0	0	0	0	0
ENSG00000225497	0	0	0	0	0	0
ENSG00000236958	0	0	0	0	0	0
ENSG00000232139	0	0	1	0	1	0
ENSG00000299423	0	0	0	0	0	0
ENSG00000299437	0	0	0	0	0	0
ENSG00000299483	0	2	0	1	3	0
ENSG00000299486	5	0	4	2	4	2
ENSG00000231233	23	10	20	10	13	16
ENSG00000299501	0	0	0	0	0	0
ENSG00000226426	0	0	0	0	0	0
ENSG00000228683	0	0	1	0	0	1
ENSG00000299544	0	0	0	0	0	0
ENSG00000299548	0	0	0	0	0	0
ENSG00000299560	0	0	0	0	0	0
ENSG00000299562	0	0	0	0	0	0
ENSG00000224190	0	0	0	0	0	0
ENSG00000227695	0	0	0	0	0	0
ENSG00000285712	8	4	9	9	0	6
ENSG00000234452	0	0	0	0	0	0
ENSG00000299623	0	0	0	0	0	0
ENSG00000299631	0	0	0	0	0	0
ENSG00000227121	0	0	0	0	0	3
ENSG00000299688	0	0	0	0	0	0
ENSG00000299703	0	0	0	0	0	0
ENSG00000234962	0	0	0	0	0	0
ENSG00000227076	3	0	0	1	1	2
ENSG00000299746	0	0	0	0	0	0
ENSG00000287326	0	0	0	0	0	0
ENSG00000285615	0	0	0	0	0	0
ENSG00000223993	0	0	0	0	0	0
ENSG00000299777	0	0	0	0	0	0
ENSG00000235180	0	0	0	0	0	0
ENSG00000299788	0	0	0	0	0	0
ENSG00000299798	0	2	0	0	0	0
ENSG00000299806	0	0	0	0	0	0
ENSG00000299823	0	0	0	0	0	0
ENSG00000299824	0	0	0	0	1	0
ENSG00000299835	0	0	0	0	0	0
ENSG00000299869	0	1	0	0	0	0
ENSG00000299883	0	0	0	0	0	0
ENSG00000299899	0	0	0	0	0	0
ENSG00000299914	4	1	21	11	4	15
ENSG00000203876	3	0	0	0	3	0
ENSG00000299927	2	0	0	0	2	0
ENSG00000299958	0	0	0	0	0	0
ENSG00000227475	0	0	0	0	0	0
ENSG00000299999	0	0	0	0	0	0
ENSG00000300011	0	0	0	0	0	0
ENSG00000300012	0	0	0	3	5	0
ENSG00000235823	219	174	235	530	509	531
ENSG00000289301	0	0	0	1	0	0
ENSG00000300141	0	0	0	0	0	0
ENSG00000286575	0	0	0	0	0	0
ENSG00000300159	0	0	0	0	0	0
ENSG00000300173	0	0	0	0	0	0
ENSG00000300183	0	0	0	0	0	0
ENSG00000300184	4	3	1	0	2	0
ENSG00000300219	0	0	0	2	0	0
ENSG00000205488	4	2	3	2	0	0
ENSG00000228701	9	6	0	8	2	11
ENSG00000300250	5	0	2	1	2	4
ENSG00000287566	0	0	0	0	0	0
ENSG00000300300	0	0	0	0	0	0
ENSG00000273143	6	7	1	0	2	4
ENSG00000300343	0	0	0	0	0	0
ENSG00000300364	0	0	0	0	0	0
ENSG00000300386	0	0	0	0	0	0
ENSG00000289193	0	0	0	0	0	0
ENSG00000300416	0	0	0	0	0	0
ENSG00000300468	0	0	0	0	0	0
ENSG00000289585	2	0	2	2	0	4
ENSG00000300532	0	0	0	0	0	0
ENSG00000228261	3	1	6	0	3	2
ENSG00000287120	0	0	0	0	0	0
ENSG00000300551	0	0	0	0	0	1
ENSG00000300559	0	0	0	1	2	1
ENSG00000300585	4	5	2	3	10	3
ENSG00000300601	6	0	1	0	5	7
ENSG00000231326	2	0	0	0	0	0
ENSG00000291056	4	7	6	6	6	2
ENSG00000224504	0	0	0	0	0	0
ENSG00000229418	0	0	0	0	0	0
ENSG00000300684	0	0	0	0	0	0
ENSG00000300703	0	0	0	0	0	0
ENSG00000238276	0	0	0	0	0	0
ENSG00000234170	0	2	4	0	3	5
ENSG00000300743	0	0	0	0	0	0
ENSG00000235281	0	0	0	0	1	4
ENSG00000300765	0	0	0	0	0	0
ENSG00000300824	3	0	1	3	3	0
ENSG00000289362	0	0	0	0	0	0
ENSG00000300861	0	0	0	0	0	0
ENSG00000300891	0	0	0	0	0	0
ENSG00000237797	0	0	0	0	1	4
ENSG00000300953	0	0	0	0	0	0
ENSG00000234973	0	0	0	0	0	0
ENSG00000300963	0	0	0	0	0	0
ENSG00000300971	0	2	0	0	0	0
ENSG00000300979	0	0	0	0	0	0
ENSG00000300983	0	0	0	0	0	0
ENSG00000300990	0	0	0	0	0	0
ENSG00000301027	0	0	0	0	0	0
ENSG00000229272	0	0	0	0	0	0
ENSG00000231188	5	10	6	6	4	4
ENSG00000301061	0	1	1	1	0	5
ENSG00000301086	0	0	0	0	0	0
ENSG00000225738	0	0	0	0	0	0
ENSG00000301113	0	0	0	0	0	0
ENSG00000301167	0	0	0	0	0	0
ENSG00000301198	0	0	0	0	0	0
ENSG00000280809	0	0	0	0	0	0
ENSG00000301223	0	0	0	0	0	0
ENSG00000301236	0	0	0	0	0	0
ENSG00000301241	0	0	0	0	0	0
ENSG00000205740	9	7	12	4	1	2
ENSG00000301278	0	0	0	0	0	0
ENSG00000232936	8	8	6	2	0	1
ENSG00000229869	4	1	0	2	5	0
ENSG00000287925	2	0	2	2	2	3
ENSG00000301311	0	0	0	0	1	0
ENSG00000301338	2	0	0	0	4	1
ENSG00000301378	0	0	0	0	0	0
ENSG00000301386	2	2	5	1	2	1
ENSG00000301426	0	0	1	0	0	1
ENSG00000301448	0	0	0	0	0	0
ENSG00000301463	6	2	6	3	2	0
ENSG00000301489	0	0	0	0	0	0
ENSG00000301548	0	0	0	0	0	0
ENSG00000301578	0	0	0	0	0	0
ENSG00000301597	0	0	0	0	0	0
ENSG00000285676	157	89	139	110	95	97
ENSG00000233334	0	0	1	2	2	0
ENSG00000301651	0	0	0	0	0	0
ENSG00000301668	0	0	0	0	0	0
ENSG00000301683	0	0	0	1	0	0
ENSG00000301691	26	29	40	14	20	12
ENSG00000301706	0	0	0	1	1	1
ENSG00000234173	0	0	0	0	0	0
ENSG00000301722	3	0	0	0	0	0
ENSG00000285958	0	0	0	0	0	0
ENSG00000301749	0	0	0	0	0	0
ENSG00000177640	14	10	15	10	14	18
ENSG00000301786	0	0	0	0	0	0
ENSG00000301799	0	0	0	0	0	0
ENSG00000301831	0	0	0	0	0	0
ENSG00000301833	0	0	0	0	0	0
ENSG00000301878	75	62	55	66	91	77
ENSG00000301879	0	0	0	0	0	0
ENSG00000226688	237	229	181	160	130	139
ENSG00000291294	0	0	0	0	0	0
ENSG00000301925	0	0	0	0	0	0
ENSG00000301927	0	0	0	0	0	0
ENSG00000289280	0	0	0	2	0	0
ENSG00000301943	0	0	0	0	0	0
ENSG00000301959	0	0	0	0	0	0
ENSG00000235470	0	0	0	2	0	0
ENSG00000301981	0	0	0	0	0	0
ENSG00000289972	2	2	2	6	4	7
ENSG00000301997	0	0	0	0	0	0
ENSG00000233321	0	0	0	0	0	0
ENSG00000226431	0	0	0	0	0	0
ENSG00000302051	0	0	0	0	0	0
ENSG00000289882	0	0	0	0	0	0
ENSG00000302058	8	4	8	2	3	9
ENSG00000302066	0	0	0	0	0	0
ENSG00000302067	14	8	16	10	9	10
ENSG00000302072	12	2	11	10	0	6
ENSG00000302075	0	0	0	0	0	0
ENSG00000302083	0	0	0	0	0	0
ENSG00000287528	2	0	0	0	0	0
ENSG00000215244	7	6	17	32	25	26
ENSG00000302085	0	0	0	0	0	0
ENSG00000205696	0	0	0	0	0	0
ENSG00000288893	0	0	0	0	0	0
ENSG00000302097	0	0	0	0	0	0
ENSG00000302099	2	0	2	2	5	1
ENSG00000302106	0	0	0	0	0	0
ENSG00000302116	0	0	0	0	0	0
ENSG00000302118	0	0	0	1	0	0
ENSG00000302126	0	0	0	0	0	0
ENSG00000302130	0	0	0	0	0	0
ENSG00000302136	9	10	13	9	10	11
ENSG00000302151	0	0	0	0	0	0
ENSG00000302173	2	1	1	1	2	0
ENSG00000302218	0	0	0	0	0	0
ENSG00000302227	0	0	0	0	1	0
ENSG00000302243	0	0	2	0	0	0
ENSG00000225292	8	7	8	6	4	6
ENSG00000302264	0	0	0	0	0	0
ENSG00000223502	2	4	0	2	1	0
ENSG00000237233	6	0	0	3	2	2
ENSG00000302277	0	0	0	0	0	0
ENSG00000286924	0	0	0	0	0	0
ENSG00000302338	0	0	0	0	0	0
ENSG00000302342	0	0	0	0	0	0
ENSG00000302354	0	0	0	0	0	0
ENSG00000302356	0	0	0	0	0	0
ENSG00000289386	0	0	0	0	0	0
ENSG00000302365	10	9	6	10	9	10
ENSG00000302386	0	0	0	0	0	0
ENSG00000290535	186	163	196	229	214	320
ENSG00000302434	0	0	0	1	0	2
ENSG00000302436	0	0	1	0	0	0
ENSG00000302444	0	0	0	0	0	0
ENSG00000224215	0	0	0	0	0	0
ENSG00000302478	0	0	0	0	0	0
ENSG00000302491	0	0	0	0	0	0
ENSG00000302495	0	0	0	0	0	0
ENSG00000302540	0	0	0	0	0	0
ENSG00000293534	0	0	0	0	0	1
ENSG00000302586	0	0	0	0	1	0
ENSG00000302618	0	0	0	0	0	0
ENSG00000302630	0	0	0	0	0	0
ENSG00000302642	1	7	1	5	0	3
ENSG00000302654	0	0	0	0	2	1
ENSG00000302656	0	1	0	1	0	1
ENSG00000302698	0	0	0	0	0	0
ENSG00000286876	0	0	0	0	0	0
ENSG00000302718	0	0	0	0	0	0
ENSG00000289395	0	3	6	0	2	5
ENSG00000235020	0	0	0	0	0	0
ENSG00000302732	0	0	0	0	0	0
ENSG00000302752	0	0	0	0	0	0
ENSG00000287261	31	36	47	42	36	46
ENSG00000302787	3	1	3	1	2	0
ENSG00000302788	0	0	0	0	0	0
ENSG00000302824	0	2	0	0	0	0
ENSG00000302873	0	5	0	0	1	4
ENSG00000290887	0	0	0	0	0	0
ENSG00000302901	0	0	0	0	0	0
ENSG00000302904	12	2	3	6	5	11
ENSG00000302909	1	0	0	3	3	1
ENSG00000302912	0	0	0	0	0	0
ENSG00000302926	0	0	0	0	0	0
ENSG00000290445	0	0	0	0	0	0
ENSG00000204832	632	503	1100	427	381	510
ENSG00000302985	0	0	0	0	0	0
ENSG00000235931	0	0	0	0	0	0
ENSG00000303005	26	4	19	22	11	6
ENSG00000233945	0	0	0	0	0	0
ENSG00000303041	0	0	0	0	2	0
ENSG00000264404	0	1	0	4	2	3
ENSG00000236756	64	70	62	57	39	67
ENSG00000303062	0	1	0	3	2	1
ENSG00000303068	0	0	0	0	0	0
ENSG00000303074	0	0	0	0	0	0
ENSG00000303087	0	0	0	0	0	0
ENSG00000303100	0	0	0	0	0	0
ENSG00000303140	0	0	0	0	0	0
ENSG00000303145	0	0	0	0	0	0
ENSG00000303158	0	0	0	0	0	0
ENSG00000236303	0	0	3	0	4	3
ENSG00000225140	2	8	2	4	10	0
ENSG00000286289	0	0	0	0	0	0
ENSG00000303257	0	0	0	0	0	0
ENSG00000303273	0	0	0	0	0	0
ENSG00000303302	0	0	1	0	0	0
ENSG00000303320	0	0	0	0	0	0
ENSG00000280485	0	0	0	0	0	0
ENSG00000303335	2	0	2	0	2	2
ENSG00000303362	0	0	0	0	0	0
ENSG00000234952	0	0	0	0	0	0
ENSG00000303377	0	0	0	0	0	0
ENSG00000303380	0	0	0	0	0	0
ENSG00000303432	0	0	0	4	0	0
ENSG00000303458	2	0	0	1	0	0
ENSG00000303471	0	0	0	0	0	0
ENSG00000237761	0	0	0	0	0	0
ENSG00000303513	0	0	0	0	3	0
ENSG00000226200	274	180	203	150	135	134
ENSG00000257582	69	34	28	35	22	28
ENSG00000303532	41	5	2	20	6	2
ENSG00000228778	98	37	29	34	10	15
ENSG00000286401	20	10	7	10	10	17
ENSG00000303553	6	6	2	6	11	4
ENSG00000303571	0	0	0	0	0	0
ENSG00000303579	20	9	17	23	21	24
ENSG00000303594	0	0	0	0	0	0
ENSG00000286694	0	0	0	0	2	0
ENSG00000303616	0	0	0	0	2	0
ENSG00000303635	0	0	0	0	0	0
ENSG00000303638	0	0	0	0	0	0
ENSG00000303647	15	10	7	5	8	6
ENSG00000303648	0	0	0	0	0	0
ENSG00000303668	0	0	0	0	1	0
ENSG00000303684	0	0	0	0	0	0
ENSG00000303721	0	0	0	0	0	0
ENSG00000273008	7	10	10	25	15	17
ENSG00000303732	0	0	0	0	0	0
ENSG00000226387	0	0	0	0	0	0
ENSG00000303756	0	0	0	0	0	0
ENSG00000303775	0	0	0	0	0	0
ENSG00000303836	0	2	0	0	0	0
ENSG00000303862	0	0	0	0	0	0
ENSG00000185904	0	2	0	2	2	0
ENSG00000303926	0	0	0	0	2	0
ENSG00000226990	0	0	0	0	0	0
ENSG00000303941	0	0	0	0	0	0
ENSG00000303943	0	0	0	0	0	0
ENSG00000303957	0	0	0	0	0	0
ENSG00000303970	0	0	0	0	0	0
ENSG00000303971	0	0	0	0	0	0
ENSG00000304007	0	0	0	0	0	0
ENSG00000304022	0	0	0	0	2	0
ENSG00000304028	0	0	0	0	0	2
ENSG00000273162	18	29	16	16	7	6
ENSG00000304044	0	0	0	0	0	0
ENSG00000288844	1	0	0	0	0	0
ENSG00000290956	20	5	9	25	20	16
ENSG00000285803	16	7	17	15	3	1
ENSG00000304082	0	0	0	0	0	0
ENSG00000304099	0	0	0	0	0	0
ENSG00000304109	0	0	0	0	0	0
ENSG00000304114	0	0	0	0	2	0
ENSG00000304168	0	0	0	0	0	0
ENSG00000304184	0	0	0	0	0	0
ENSG00000304195	0	0	0	0	0	0
ENSG00000290458	0	0	0	0	0	0
ENSG00000304249	0	0	0	0	0	0
ENSG00000304270	0	0	0	0	1	0
ENSG00000304285	0	0	0	0	0	0
ENSG00000304329	0	0	0	0	0	0
ENSG00000231187	1	0	0	1	0	0
ENSG00000229278	4	4	0	1	0	2
ENSG00000304353	0	0	0	0	0	1
ENSG00000260475	2	3	6	6	2	4
ENSG00000304355	0	0	0	0	0	0
ENSG00000304373	0	0	0	0	0	0
ENSG00000236426	0	0	0	0	0	0
ENSG00000232739	4	5	12	0	6	4
ENSG00000304388	0	0	0	0	0	0
ENSG00000230098	0	0	4	0	0	5
ENSG00000304392	2	2	3	2	7	6
ENSG00000304395	0	0	0	0	0	0
ENSG00000304413	0	0	0	0	0	0
ENSG00000304433	0	0	0	0	0	0
ENSG00000304434	0	0	0	0	0	0
ENSG00000304441	0	0	0	0	0	0
ENSG00000304451	0	0	0	0	0	0
ENSG00000304473	0	0	0	0	0	0
ENSG00000304475	0	0	0	0	2	1
ENSG00000304525	0	0	0	0	0	0
ENSG00000304527	0	0	0	0	0	0
ENSG00000232767	0	0	0	0	0	0
ENSG00000304538	0	0	2	0	0	0
ENSG00000225913	0	0	0	0	0	0
ENSG00000234311	9	12	8	7	7	18
ENSG00000304565	0	4	1	2	1	0
ENSG00000223761	24	14	3	6	12	19
ENSG00000276850	0	0	0	0	0	0
ENSG00000290782	14	14	10	37	14	24
ENSG00000304597	0	0	0	0	0	0
ENSG00000287016	30	22	24	12	8	19
ENSG00000304609	0	0	0	2	0	1
ENSG00000196566	0	0	0	0	1	0
ENSG00000304615	0	0	0	0	0	0
ENSG00000228426	17	11	13	16	19	24
ENSG00000304625	0	0	0	0	4	3
ENSG00000290898	2	0	0	3	0	0
ENSG00000304640	4	4	0	4	1	6
ENSG00000237036	31	19	20	26	14	48
ENSG00000274461	7	12	4	15	8	7
ENSG00000304659	0	0	0	0	0	0
ENSG00000227165	11	5	5	12	17	20
ENSG00000304692	1	0	0	1	1	0
ENSG00000304715	0	0	0	0	0	0
ENSG00000304739	0	0	0	0	0	0
ENSG00000304740	0	0	0	0	0	0
ENSG00000304757	0	0	0	0	1	1
ENSG00000304763	0	0	0	0	0	0
ENSG00000304764	2	2	0	1	0	0
ENSG00000304766	0	0	0	0	0	0
ENSG00000304778	0	1	0	0	0	0
ENSG00000304783	0	0	0	0	4	2
ENSG00000304797	0	0	0	0	0	0
ENSG00000304798	0	1	5	2	1	0
ENSG00000304813	1	0	3	3	0	0
ENSG00000304819	0	0	0	0	0	0
ENSG00000304831	0	0	0	0	0	0
ENSG00000304836	2	1	2	1	3	2
ENSG00000286958	0	0	0	0	0	0
ENSG00000304847	0	0	0	0	0	0
ENSG00000304858	0	0	0	0	0	0
ENSG00000304870	0	0	0	0	0	0
ENSG00000285540	0	1	0	0	0	0
ENSG00000304934	0	2	1	0	2	0
ENSG00000225484	723	632	748	617	636	737
ENSG00000304961	109	64	105	95	87	82
ENSG00000304971	0	0	0	0	0	0
ENSG00000305003	0	0	0	0	0	0
ENSG00000233144	0	0	0	0	2	1
ENSG00000305028	0	0	0	0	0	0
ENSG00000305032	0	0	0	1	0	0
ENSG00000305036	0	0	0	0	0	0
ENSG00000305068	0	0	0	0	0	0
ENSG00000305071	0	0	0	0	0	0
ENSG00000305098	0	0	0	0	0	0
ENSG00000231422	0	0	0	0	0	0
ENSG00000305116	0	0	0	0	0	0
ENSG00000290014	0	0	0	0	0	0
ENSG00000305121	0	0	0	1	0	0
ENSG00000233642	0	0	0	0	0	0
ENSG00000289527	0	0	0	1	0	0
ENSG00000305153	0	0	0	0	0	0
ENSG00000305161	0	0	0	0	0	0
ENSG00000305167	0	0	0	0	0	4
ENSG00000305219	0	0	0	0	0	0
ENSG00000305242	0	0	0	0	0	0
ENSG00000305321	0	0	0	0	0	0
ENSG00000289954	0	0	0	0	0	0
ENSG00000305405	0	0	0	0	0	0
ENSG00000305416	2	0	0	0	0	0
ENSG00000305433	3	0	0	2	0	0
ENSG00000305440	2	2	2	5	1	1
ENSG00000271335	46	39	52	64	73	71
ENSG00000305475	0	0	0	0	0	0
ENSG00000305492	0	0	0	0	0	0
ENSG00000305493	0	0	3	2	6	0
ENSG00000285955	0	1	0	0	0	2
ENSG00000305527	0	0	0	0	0	0
ENSG00000230720	0	0	0	2	0	0
ENSG00000305605	0	0	0	0	0	0
ENSG00000305625	0	0	0	0	0	0
ENSG00000305626	0	0	0	0	0	0
ENSG00000305641	0	0	0	0	0	0
ENSG00000305675	5	1	0	9	3	3
ENSG00000290439	54	41	42	92	83	53
ENSG00000305692	0	0	0	0	0	0
ENSG00000305746	2	0	2	1	2	4
ENSG00000229227	1	1	1	1	2	0
ENSG00000305766	0	0	0	0	0	0
ENSG00000305768	0	0	0	0	0	0
ENSG00000305771	0	1	0	0	0	0
ENSG00000305773	51	80	31	72	78	21
ENSG00000272430	1	2	1	2	0	4
ENSG00000305784	0	0	0	0	0	0
ENSG00000305803	0	0	0	0	0	0
ENSG00000305804	0	0	0	0	0	0
ENSG00000305807	0	0	0	0	2	2
ENSG00000305816	28	16	20	29	34	64
ENSG00000236373	0	0	0	0	0	0
ENSG00000261368	0	0	0	0	0	0
ENSG00000256925	0	0	0	0	0	0
ENSG00000305864	0	0	0	0	0	0
ENSG00000203497	313	248	408	339	272	413
ENSG00000230417	2	2	4	3	6	11
ENSG00000224812	2	2	2	4	8	2
ENSG00000230229	0	0	0	0	0	0
ENSG00000223462	0	4	4	0	1	0
ENSG00000305926	0	0	0	0	0	0
ENSG00000229543	0	0	0	0	0	0
ENSG00000234504	0	0	0	0	0	1
ENSG00000232903	1	0	0	0	0	0
ENSG00000305965	2	0	0	0	0	0
ENSG00000305972	0	0	0	0	0	0
ENSG00000305989	0	0	0	0	0	0
ENSG00000272692	0	0	0	2	0	0
ENSG00000240707	0	0	0	0	0	0
ENSG00000289126	8	4	10	4	7	8
ENSG00000273248	2	1	0	1	0	0
ENSG00000306051	2	1	0	0	0	0
ENSG00000306073	1	0	0	0	0	0
ENSG00000306084	0	0	2	0	1	0
ENSG00000238176	0	0	0	0	0	0
ENSG00000229981	3	0	4	8	2	4
ENSG00000289299	0	0	0	0	0	0
ENSG00000306122	0	0	0	0	0	0
ENSG00000234736	0	0	0	0	2	0
ENSG00000306144	0	0	0	0	0	0
ENSG00000306176	0	0	0	0	0	0
ENSG00000237675	0	0	0	0	0	0
ENSG00000306200	0	0	0	0	0	0
ENSG00000306217	0	0	0	0	0	0
ENSG00000306250	3	6	6	5	11	15
ENSG00000306279	0	0	0	0	0	0
ENSG00000306301	0	0	0	0	0	0
ENSG00000306325	0	0	0	0	0	0
ENSG00000290706	0	0	1	6	7	2
ENSG00000306360	0	0	0	0	0	0
ENSG00000306380	0	0	0	0	0	0
ENSG00000229404	0	0	0	0	0	0
ENSG00000306410	0	0	0	0	0	0
ENSG00000231138	0	0	0	0	0	0
ENSG00000283913	14	2	11	11	6	6
ENSG00000306423	0	0	0	1	0	0
ENSG00000306430	0	0	1	0	0	0
ENSG00000306435	0	0	0	0	0	0
ENSG00000306483	0	0	0	0	0	0
ENSG00000306492	0	0	0	0	0	0
ENSG00000248682	2	4	0	0	0	0
ENSG00000306499	0	0	0	0	0	0
ENSG00000306509	0	0	0	1	0	0
ENSG00000306511	0	0	0	0	0	2
ENSG00000289897	0	0	0	0	0	0
ENSG00000306531	0	0	0	0	0	0
ENSG00000286409	2	0	2	8	2	5
ENSG00000306542	2	0	0	1	0	0
ENSG00000228748	8	2	6	3	3	0
ENSG00000306563	0	0	0	0	0	0
ENSG00000306580	0	0	0	0	0	0
ENSG00000233968	4029	3462	3927	4845	6456	5990
ENSG00000237949	0	0	0	1	0	0
ENSG00000306596	0	0	0	0	0	0
ENSG00000306612	0	0	0	0	0	0
ENSG00000306616	0	0	0	0	0	0
ENSG00000306631	0	0	0	0	0	0
ENSG00000306646	0	0	0	0	0	0
ENSG00000306656	0	0	0	0	0	0
ENSG00000306663	2	1	0	0	2	0
ENSG00000306666	0	0	0	0	0	0
ENSG00000273001	14	8	13	17	21	12
ENSG00000306679	0	0	0	0	0	0
ENSG00000306687	0	0	0	0	0	0
ENSG00000306702	0	1	2	0	3	1
ENSG00000263041	0	0	0	0	0	0
ENSG00000306713	0	0	0	0	0	0
ENSG00000289597	0	0	0	0	0	0
ENSG00000258114	6	4	11	2	0	0
ENSG00000306800	0	0	0	0	0	0
ENSG00000238280	0	1	0	0	0	0
ENSG00000229656	4	6	3	6	6	4
ENSG00000306833	0	0	0	0	0	1
ENSG00000306852	5	2	0	5	5	0
